cohesion_kpa,friction_deg,slope_angle_deg,pore_pressure_ratio,density_kg_m3,charge_weight_kg,distance_m,burden_m,spacing_m,joint_spacing_m,joint_dip_deg,joint_persistence_pct,displacement_m,ppv_mm_s,damage_zone_m,fos_static,fos_method_a,fos_method_b
675.4,26.89,40.0,0.130087473315027,2829.45221794089,2234.43419940316,30.69,2.468,3.6,1.93063674745032,54.0,89.9799999999999,0.008747,255.85,0.063,2.585,1.275,0.866
537.5,29.08,61.9,0.37875051558949,2533.5554317056,3858.59772911612,33.805,7.538,2.04,4.39170098956092,71.25,50.8,0.01088,274.46,0.068,2.353,1.182,0.934
639.0,32.005,60.1,0.134335522526054,2863.44076274693,2454.04283509653,26.245,4.208,8.776,3.07705507202537,67.0,49.24,0.016183,299.13,0.101,2.504,1.076,1.009
446.5,34.6299999999999,57.85,0.295299890687627,2103.50857069116,1343.27425338199,35.415,7.418,9.56,4.42020947267773,66.05,46.3,0.013026,274.58,0.08,2.307,1.139,0.957
288.299999999999,35.485,53.56,0.328766752146305,2582.49261809399,2861.30014127657,17.495,7.58,5.184,4.04591173406889,53.55,51.46,0.061953,362.75,0.389,1.346,0.728,0.5
760.8,26.095,66.0399999999999,0.179303929854691,2022.29214464853,3753.6847859328,9.62,2.066,8.528,3.28796813039528,36.5,97.96,0.035058,338.0,0.261,3.0,0.9,0.9
380.0,28.975,65.32,0.10313044046013,2485.90115801049,2881.60068044995,20.015,5.396,8.248,2.53170603536657,51.4,53.38,0.030764,450.46,0.195,1.939,0.928,0.75
325.4,25.915,66.7899999999999,0.351077722189732,2725.84182877675,1608.00349388686,30.725,7.844,8.888,4.00122687652533,35.4,75.1,0.011869,267.45,0.082,1.535,1.163,0.5
460.5,32.035,65.83,0.21889668924202,2613.08175903194,2362.47177386313,37.795,2.084,9.264,1.15263317121601,49.3,45.88,0.011257,319.8,0.069,2.223,1.175,0.926
527.0,29.74,49.54,0.304757705816775,2247.96665481904,4146.40688044538,39.58,5.564,4.272,1.33346338094526,73.1,85.36,0.006278,223.75,0.045,2.355,1.423,0.827
586.5,35.575,62.95,0.219267340804362,2825.91985561641,3873.33585706849,37.41,5.72,3.896,4.5503821415256,70.3,60.82,0.009284,260.38,0.061,2.462,1.243,1.076
252.6,25.465,58.48,0.145833728183014,2262.14008401523,3842.12691595601,13.96,2.15,3.536,3.21845927803312,46.05,54.64,0.0818,380.94,0.521,1.314,0.609,0.5
544.5,39.535,62.08,0.189892825574187,2690.3236792364,4205.52955906034,39.405,3.434,6.36,1.38296435157223,52.7,86.2599999999999,0.006121,184.88,0.044,2.432,1.433,1.526
380.7,31.54,58.99,0.238055118502102,2622.37047210279,3406.0149860947,32.37,3.068,4.152,2.00014132563247,66.15,89.08,0.00951,228.4,0.069,1.678,1.229,0.567
165.8,34.45,50.47,0.302401499817162,2919.14011317576,561.191023944987,7.905,6.374,8.552,3.46938260015357,45.95,97.6,0.223234,398.31,1.661,0.886,0.5,0.5
739.8,25.675,51.61,0.25605037095898,2461.64921030211,2282.55727792951,9.83,3.716,5.68,0.758953864410645,63.45,57.52,0.057103,445.82,0.368,2.906,0.757,0.872
400.3,38.035,44.92,0.389941070487882,2361.64328821844,932.619430296315,10.565,6.242,4.192,2.24032669317826,38.7,53.98,0.122082,422.68,0.775,1.918,0.5,0.576
406.6,39.07,44.47,0.374528250909474,2815.51883805712,633.667742491855,13.295,5.15,9.6,4.66768521808552,46.5,61.42,0.072739,274.67,0.475,1.744,0.664,0.523
727.199999999999,30.955,50.2,0.305697365180601,2891.8556964681,4371.71937867897,16.76,3.746,4.992,2.35787129269166,37.95,66.88,0.024145,517.62,0.161,2.519,0.972,0.756
557.099999999999,25.54,48.7,0.387264343475417,2441.9866395785,3594.24260699706,7.66,6.716,7.824,3.59147906958392,69.65,42.94,0.144287,399.36,0.876,2.211,0.5,0.663
666.3,25.255,40.33,0.127555362215633,2054.59789997881,4804.08352871379,26.28,3.452,2.336,4.62925581308646,69.15,47.14,0.013732,325.25,0.085,3.0,1.125,1.234
257.5,27.82,54.67,0.118133886000542,2698.15436271527,4248.82671905946,16.165,2.414,5.792,4.87150029032931,52.25,60.76,0.05886,422.86,0.384,1.189,0.747,0.5
623.6,31.9,50.5,0.329021546862125,2237.02431596643,2663.64265998153,12.42,5.378,6.328,3.22354788795405,57.7,85.18,0.03614,412.52,0.258,2.757,0.892,0.827
